epoch,train_time_epoch,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_time_iter,train_accuracy,train_auc,train_ap,val_time_epoch,val_loss,val_lr,val_params,val_time_iter,val_accuracy,val_auc,val_ap,test_time_epoch,test_loss,test_lr,test_params,test_time_iter,test_accuracy,test_auc,test_ap,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5
0.0,3.24635,166.45898,0.04624,9e-05,0.0,0.0,0.00474,6e-05,0.00069,0.0026,0.24023,0.00022,0.0,0.0,0.00279,0.00024,0.00127,0.00347,0.21047,0.00019,0.0,0.0,0.00245,0.00024,0.00212,0.00294,0.01453,0.01453,0.02691,0.02691,0.02131,0.0213,0.01732,0.01731,0.02359,0.02359
0.0,2.60934,162.74699,0.04521,8e-05,0.0,0.0,0.00381,5e-05,0.00058,0.00208,0.22661,0.0002,0.0,0.0,0.00263,0.00023,0.001,0.00341,0.17794,0.00023,0.0,0.0,0.00207,0.00019,0.00199,0.00193,0.01311,0.01311,0.02621,0.02621,0.02082,0.02082,0.01667,0.01667,0.02065,0.02065
0.0,2.10887,158.50679,0.04403,8e-05,0.0,0.0,0.00308,3e-05,0.0006,0.00251,0.20394,0.00025,0.0,0.0,0.00237,0.00018,0.00167,0.00318,0.84883,0.00026,0.0,0.0,0.00987,0.00019,0.00236,0.00283,0.0132,0.0132,0.02592,0.02592,0.0225,0.0225,0.01724,0.01724,0.02184,0.02184
0.0,2.98923,154.42466,0.04289,8e-05,0.0,0.0,0.00436,7e-05,0.00054,0.00275,0.21748,0.00023,0.0,0.0,0.00253,0.00018,0.00107,0.0019,0.19957,0.00017,0.0,0.0,0.00232,0.00014,0.00143,0.00207,0.01396,0.01396,0.02727,0.02727,0.02231,0.02231,0.01591,0.01591,0.02211,0.02211
0.0,2.81338,150.9277,0.04193,8e-05,0.0,0.0,0.00411,5e-05,0.00054,0.00237,0.21824,0.00024,0.0,0.0,0.00254,0.00023,0.00113,0.00183,0.21007,0.00027,0.0,0.0,0.00244,0.00035,0.00157,0.00186,0.01222,0.01222,0.02792,0.02792,0.02261,0.02261,0.01801,0.01799,0.02116,0.02116
0.0,2.75319,146.58836,0.04072,9e-05,0.0,0.0,0.00402,5e-05,0.00073,0.00412,0.20817,0.00032,0.0,0.0,0.00242,0.00031,0.00162,0.00372,0.21597,0.0003,0.0,0.0,0.00251,0.00029,0.00164,0.00353,0.01211,0.01209,0.02897,0.02897,0.02277,0.02277,0.01595,0.01595,0.02208,0.02208
0.0,2.40964,142.27403,0.03952,8e-05,0.0,0.0,0.00352,3e-05,0.00066,0.00258,0.2262,0.0002,0.0,0.0,0.00263,0.00022,0.00098,0.00354,0.23992,0.00015,0.0,0.0,0.00279,0.00022,0.00134,0.00258,0.01334,0.01334,0.02594,0.02592,0.02478,0.02478,0.01666,0.01666,0.02238,0.02238
0.0,3.17649,138.47545,0.03847,9e-05,0.0,0.0,0.00464,6e-05,0.00065,0.00232,0.85733,0.00021,0.0,0.0,0.00997,0.00016,0.00175,0.00265,0.2191,0.00012,0.0,0.0,0.00255,0.00022,0.00126,0.00308,0.01216,0.01216,0.02505,0.02505,0.02345,0.02345,0.0169,0.01688,0.02309,0.02309
0.0,2.78031,134.7938,0.03744,8e-05,0.0,0.0,0.00406,7e-05,0.00056,0.00276,0.23237,0.00021,0.0,0.0,0.0027,0.00021,0.00163,0.0032,0.41561,0.00029,0.0,0.0,0.00483,0.00025,0.00213,0.00257,0.01252,0.01252,0.02611,0.0261,0.02402,0.02402,0.01764,0.01765,0.02193,0.02193
0.0,3.11678,131.99588,0.03667,8e-05,0.0,0.0,0.00455,8e-05,0.00048,0.00239,0.24926,0.00019,0.0,0.0,0.0029,0.00014,0.00172,0.00304,0.23118,0.00021,0.0,0.0,0.00269,9e-05,0.00129,0.00279,0.01269,0.01269,0.02601,0.02601,0.02433,0.02433,0.01826,0.01826,0.02271,0.02269
0.0,2.41972,128.73632,0.03576,9e-05,0.0,0.0,0.00353,3e-05,0.00065,0.00179,0.25745,0.00016,0.0,0.0,0.00299,0.00025,0.00219,0.00211,0.21637,0.00019,0.0,0.0,0.00252,0.00023,0.00126,0.00199,0.01205,0.01205,0.02666,0.02668,0.02312,0.02311,0.01675,0.01675,0.02196,0.02196
0.0,2.98644,125.79099,0.03494,8e-05,0.0,0.0,0.00436,4e-05,0.00056,0.00244,0.20412,0.00023,0.0,0.0,0.00238,0.00031,0.00189,0.00215,0.19762,0.00024,0.0,0.0,0.0023,0.00022,0.00145,0.00202,0.01317,0.01318,0.02385,0.02385,0.02325,0.02325,0.01726,0.01726,0.02299,0.02298
0.0,2.56806,122.69669,0.03408,9e-05,0.0,0.0,0.00375,3e-05,0.00056,0.00323,0.93786,0.00028,0.0,0.0,0.01091,0.00017,0.00136,0.00227,0.37456,0.00028,0.0,0.0,0.00436,0.00018,0.00148,0.00209,0.01245,0.01244,0.0242,0.0242,0.02457,0.02457,0.01754,0.01754,0.02288,0.02288
0.0,4.26168,120.58124,0.0335,7e-05,0.0,0.0,0.00622,5e-05,0.00057,0.00288,0.30934,0.00021,0.0,0.0,0.0036,0.00017,0.00167,0.00135,0.52787,0.00022,0.0,0.0,0.00614,0.00017,0.00136,0.00338,0.01226,0.01226,0.0238,0.0238,0.02657,0.02657,0.01759,0.01758,0.02237,0.02237
0.0,3.32132,117.94813,0.03276,8e-05,0.0,0.0,0.00485,4e-05,0.00051,0.00277,0.24323,0.00018,0.0,0.0,0.00283,0.00015,0.00182,0.00257,1.01478,0.0002,0.0,0.0,0.0118,0.00016,0.00154,0.00201,0.01204,0.01204,0.02526,0.02525,0.02484,0.02484,0.0171,0.0171,0.02293,0.02293
0.0,3.54179,115.31229,0.03203,8e-05,0.0,0.0,0.00517,3e-05,0.00055,0.00282,0.25068,0.00026,0.0,0.0,0.00291,0.00025,0.00204,0.00207,0.24797,0.00029,0.0,0.0,0.00288,0.00028,0.0014,0.00111,0.01086,0.01086,0.02463,0.02465,0.02438,0.02437,0.01741,0.01741,0.02248,0.02248
0.0,3.11961,112.64264,0.03129,8e-05,0.0,0.0,0.00455,4e-05,0.00044,0.00288,0.26955,0.00025,0.0,0.0,0.00313,0.00028,0.00199,0.00247,0.27618,0.00021,0.0,0.0,0.00321,0.00023,0.00116,0.00236,0.01121,0.0112,0.02688,0.02687,0.02521,0.02522,0.01758,0.01758,0.02283,0.02283
0.0,3.41786,109.59527,0.03044,8e-05,0.0,0.0,0.00499,5e-05,0.0005,0.00263,0.24974,0.00024,0.0,0.0,0.0029,0.00023,0.0016,0.0024,0.27004,0.00023,0.0,0.0,0.00314,0.00016,0.00148,0.00315,0.01114,0.01114,0.02606,0.02606,0.02704,0.02704,0.01902,0.01902,0.02211,0.02211
0.0,2.92091,106.86139,0.02968,8e-05,0.0,0.0,0.00427,6e-05,0.00041,0.00219,0.26629,0.00022,0.0,0.0,0.00309,0.00026,0.00152,0.00276,0.46139,0.00019,0.0,0.0,0.00537,0.00029,0.0017,0.00241,0.01178,0.01179,0.02491,0.02491,0.02657,0.02657,0.01848,0.01848,0.02202,0.02202
0.0,2.74826,104.19307,0.02894,9e-05,0.0,0.0,0.00401,5e-05,0.00056,0.00244,0.26921,0.00017,0.0,0.0,0.00313,0.00023,0.00154,0.00233,0.90513,0.00024,0.0,0.0,0.01052,0.00023,0.00231,0.00264,0.01132,0.01133,0.02692,0.02694,0.0262,0.02619,0.01811,0.0181,0.02209,0.02209
0.0,3.04397,101.45489,0.02818,7e-05,0.0,0.0,0.00444,4e-05,0.00038,0.00196,0.2358,0.00026,0.0,0.0,0.00274,0.0002,0.00171,0.00195,0.21446,0.00027,0.0,0.0,0.00249,0.00018,0.00167,0.00345,0.01061,0.01062,0.02685,0.02685,0.02757,0.02757,0.01833,0.01833,0.02285,0.02285
0.0,2.77601,98.81591,0.02745,8e-05,0.0,0.0,0.00405,4e-05,0.00042,0.00311,0.2452,0.00026,0.0,0.0,0.00285,0.00017,0.00193,0.00241,0.21428,0.00025,0.0,0.0,0.00249,0.00019,0.00119,0.00324,0.01033,0.01032,0.02674,0.02674,0.02677,0.02676,0.01843,0.01843,0.0218,0.0218
0.0,3.39443,96.57541,0.02683,8e-05,0.0,0.0,0.00496,5e-05,0.00045,0.00272,0.22972,0.00016,0.0,0.0,0.00267,0.00018,0.0016,0.00229,0.25067,0.00021,0.0,0.0,0.00292,0.00015,0.00106,0.00257,0.01059,0.01059,0.02658,0.02658,0.02783,0.02783,0.01868,0.01868,0.02167,0.02168
0.0,3.23172,94.1817,0.02616,9e-05,0.0,0.0,0.00472,6e-05,0.00043,0.00291,0.46753,0.00022,0.0,0.0,0.00544,0.00017,0.00205,0.00251,0.27149,0.00026,0.0,0.0,0.00316,0.00016,0.00135,0.003,0.01082,0.01082,0.0274,0.0274,0.02798,0.02797,0.01755,0.01755,0.02197,0.02198
0.0,3.19315,91.71792,0.02548,9e-05,0.0,0.0,0.00466,4e-05,0.00036,0.003,0.21954,0.00035,0.0,0.0,0.00255,0.00017,0.0021,0.00178,0.95874,0.00039,0.0,0.0,0.01115,0.00015,0.00105,0.00195,0.01094,0.01094,0.02649,0.02649,0.02812,0.0281,0.01813,0.01813,0.02267,0.02267
0.0,2.19161,88.62681,0.02462,8e-05,0.0,0.0,0.0032,6e-05,0.00041,0.00247,0.19862,0.00025,0.0,0.0,0.00231,0.00021,0.00189,0.00293,0.17258,0.0003,0.0,0.0,0.00201,0.00023,0.00133,0.00291,0.01071,0.01069,0.0261,0.02611,0.02794,0.02795,0.01855,0.01854,0.02286,0.02286
0.0,2.08763,85.56584,0.02377,9e-05,0.0,0.0,0.00305,6e-05,0.00043,0.00291,0.20311,0.00022,0.0,0.0,0.00236,0.00028,0.00144,0.00181,0.22265,0.00029,0.0,0.0,0.00259,0.00024,0.00104,0.0026,0.01087,0.01087,0.02529,0.02529,0.02781,0.0278,0.01874,0.01874,0.02192,0.02192
0.0,2.34834,82.68051,0.02297,9e-05,0.0,0.0,0.00343,6e-05,0.00044,0.00305,0.20694,0.00018,0.0,0.0,0.0024,0.00021,0.00154,0.00187,0.19247,0.00022,0.0,0.0,0.00224,0.00017,0.00142,0.00208,0.01062,0.01062,0.02564,0.02564,0.02795,0.02794,0.01982,0.01982,0.02207,0.02206
0.0,2.46364,79.7258,0.02215,8e-05,0.0,0.0,0.0036,4e-05,0.00039,0.00272,0.45619,0.00026,0.0,0.0,0.0053,0.00025,0.00129,0.00241,0.2088,0.00024,0.0,0.0,0.00243,0.00026,0.00126,0.00213,0.00986,0.00986,0.02536,0.02536,0.0288,0.02879,0.02015,0.02013,0.02222,0.02222
0.0,2.55503,76.99305,0.02139,8e-05,0.0,0.0,0.00373,2e-05,0.00034,0.00219,0.94834,0.00027,0.0,0.0,0.01103,0.0002,0.00182,0.00282,0.22653,0.00026,0.0,0.0,0.00263,0.00023,0.0014,0.00297,0.01021,0.01022,0.02709,0.02709,0.02928,0.02928,0.01979,0.01979,0.02201,0.02201
0.0,2.42117,74.16844,0.0206,7e-05,0.0,0.0,0.00354,4e-05,0.00035,0.00196,0.22443,0.00031,0.0,0.0,0.00261,0.0003,0.00131,0.00252,0.20765,0.0003,0.0,0.0,0.00242,0.00023,0.0014,0.00254,0.01,0.01,0.02647,0.02647,0.02932,0.02932,0.01977,0.01977,0.02254,0.02254
0.0,3.32351,71.69283,0.01992,8e-05,0.0,0.0,0.00485,7e-05,0.00039,0.00313,0.24271,0.00024,0.0,0.0,0.00282,0.00029,0.00133,0.00253,0.22231,0.00026,0.0,0.0,0.00258,0.00025,0.00184,0.00265,0.00991,0.00991,0.02673,0.0267,0.03056,0.03056,0.01881,0.01881,0.02276,0.02274
0.0,3.30952,69.26922,0.01924,8e-05,0.0,0.0,0.00483,3e-05,0.00041,0.00181,0.22502,0.00029,0.0,0.0,0.00262,0.00023,0.00157,0.00234,0.26106,0.00022,0.0,0.0,0.00304,0.00025,0.00151,0.00191,0.01021,0.01021,0.02731,0.02731,0.03031,0.03032,0.01939,0.01939,0.02273,0.02273
0.0,2.78133,66.81115,0.01856,9e-05,0.0,0.0,0.00406,5e-05,0.00036,0.00268,0.47544,0.00023,0.0,0.0,0.00553,0.00021,0.00135,0.00256,0.22706,0.00022,0.0,0.0,0.00264,0.00016,0.00178,0.00272,0.00949,0.00949,0.02686,0.02686,0.03033,0.03033,0.01992,0.01992,0.02218,0.02219
0.0,3.32673,64.46583,0.01791,9e-05,0.0,0.0,0.00486,5e-05,0.0004,0.00315,0.92101,0.00019,0.0,0.0,0.01071,0.00015,0.00213,0.00236,0.21771,0.00017,0.0,0.0,0.00253,0.0002,0.00168,0.00324,0.00991,0.00991,0.02722,0.02722,0.03115,0.03116,0.01978,0.01976,0.02308,0.02308
0.0,2.51703,61.92064,0.0172,8e-05,0.0,0.0,0.00367,6e-05,0.00033,0.00222,0.22773,0.00026,0.0,0.0,0.00265,0.00021,0.00156,0.0019,0.22584,0.00025,0.0,0.0,0.00263,0.00016,0.00154,0.00227,0.00966,0.00966,0.02757,0.02756,0.03063,0.03063,0.01986,0.01985,0.02249,0.02249
0.0,3.73539,59.69569,0.01658,8e-05,0.0,0.0,0.00545,5e-05,0.00037,0.00284,0.23445,0.00029,0.0,0.0,0.00273,0.00029,0.00201,0.00261,0.21698,0.00025,0.0,0.0,0.00252,0.00015,0.0011,0.00293,0.0095,0.0095,0.02684,0.02684,0.03089,0.03088,0.0194,0.0194,0.02251,0.02251
0.0,2.86516,57.22081,0.01589,8e-05,0.0,0.0,0.00418,5e-05,0.00032,0.00277,0.23387,0.00023,0.0,0.0,0.00272,0.00022,0.00202,0.003,0.2278,0.0002,0.0,0.0,0.00265,0.00015,0.00156,0.00282,0.00947,0.00948,0.02661,0.02659,0.03084,0.03084,0.01959,0.01959,0.02276,0.02279
0.0,2.53816,54.71588,0.0152,8e-05,0.0,0.0,0.00371,5e-05,0.00035,0.00321,0.24259,0.00031,0.0,0.0,0.00282,0.0002,0.00214,0.0026,0.28445,0.00025,0.0,0.0,0.00331,0.00014,0.00163,0.00293,0.00996,0.00996,0.02726,0.02726,0.03106,0.03106,0.01957,0.01957,0.02236,0.02236
0.0,2.87431,52.27365,0.01452,9e-05,0.0,0.0,0.0042,5e-05,0.00029,0.00291,0.8749,0.00027,0.0,0.0,0.01017,0.00018,0.00193,0.0031,0.24548,0.00024,0.0,0.0,0.00285,0.00022,0.00157,0.00265,0.00975,0.00975,0.0273,0.0273,0.03067,0.03066,0.0196,0.01961,0.02186,0.02184
0.0,2.23524,49.717,0.01381,8e-05,0.0,0.0,0.00326,4e-05,0.00038,0.00303,0.23025,0.00024,0.0,0.0,0.00268,0.00018,0.00189,0.0028,0.97149,0.00021,0.0,0.0,0.0113,0.00014,0.00148,0.00272,0.00969,0.00968,0.02617,0.02614,0.03159,0.03158,0.01955,0.01955,0.02217,0.02217
0.0,2.61785,47.21691,0.01312,8e-05,0.0,0.0,0.00382,4e-05,0.00036,0.00242,0.23196,0.00021,0.0,0.0,0.0027,0.00019,0.00189,0.00272,0.23422,0.0002,0.0,0.0,0.00273,0.00011,0.00152,0.00271,0.00935,0.00933,0.0262,0.0262,0.03175,0.03174,0.02013,0.02013,0.02272,0.02272
0.0,2.61606,44.73241,0.01243,9e-05,0.0,0.0,0.00382,4e-05,0.00034,0.00239,0.2848,0.00022,0.0,0.0,0.00331,0.00019,0.00171,0.00229,0.27603,0.00019,0.0,0.0,0.00321,0.00021,0.00142,0.00291,0.00946,0.00945,0.02639,0.02639,0.03172,0.03172,0.02032,0.02033,0.02243,0.02243
0.0,3.4803,42.31992,0.01176,9e-05,0.0,0.0,0.00508,5e-05,0.00036,0.0025,0.23433,0.00029,0.0,0.0,0.00272,0.00021,0.00163,0.00238,0.23044,0.00027,0.0,0.0,0.00268,0.00021,0.00158,0.00303,0.00971,0.00972,0.02676,0.02676,0.03199,0.03198,0.01987,0.01987,0.0222,0.02218
0.0,3.43769,39.92055,0.01109,7e-05,0.0,0.0,0.00502,6e-05,0.00031,0.00235,0.24167,0.0002,0.0,0.0,0.00281,0.00015,0.00173,0.00319,0.27851,0.00019,0.0,0.0,0.00324,0.00021,0.00158,0.00292,0.00972,0.00972,0.02671,0.02671,0.03174,0.03173,0.01953,0.01953,0.02197,0.02196
0.0,2.93449,37.41955,0.0104,9e-05,0.0,0.0,0.00428,4e-05,0.00031,0.00227,0.28472,0.00028,0.0,0.0,0.00331,0.00022,0.00179,0.00281,0.86268,0.00026,0.0,0.0,0.01003,0.00019,0.00154,0.00275,0.0099,0.0099,0.02665,0.02665,0.03187,0.03185,0.01964,0.01964,0.02206,0.02206
0.0,3.20455,35.05659,0.00974,9e-05,0.0,0.0,0.00468,4e-05,0.0003,0.00311,0.22808,0.00025,0.0,0.0,0.00265,0.00023,0.00174,0.00293,0.2439,0.0002,0.0,0.0,0.00283,0.00023,0.00154,0.0031,0.00992,0.00992,0.02653,0.02653,0.03213,0.03213,0.01987,0.01986,0.02192,0.02192
0.0,2.63183,32.59491,0.00905,9e-05,0.0,0.0,0.00384,5e-05,0.00029,0.00297,0.19648,0.00026,0.0,0.0,0.00229,0.00025,0.00174,0.00292,0.20344,0.0002,0.0,0.0,0.00237,0.00023,0.00161,0.00296,0.00985,0.00986,0.02646,0.02646,0.0325,0.03249,0.02012,0.0201,0.02196,0.02196
0.0,2.27914,30.07438,0.00835,9e-05,0.0,0.0,0.00333,7e-05,0.00031,0.00304,0.24481,0.00022,0.0,0.0,0.00285,0.00017,0.00178,0.0027,0.24345,0.00021,0.0,0.0,0.00283,0.00018,0.00156,0.00276,0.0097,0.00971,0.02659,0.02659,0.03253,0.03251,0.02008,0.02008,0.02222,0.02222
0.0,3.24432,27.76996,0.00771,8e-05,0.0,0.0,0.00474,4e-05,0.0003,0.00289,0.33451,0.0002,0.0,0.0,0.00389,0.0002,0.00174,0.00306,0.31124,0.00018,0.0,0.0,0.00362,0.00024,0.00158,0.00312,0.00947,0.00947,0.02665,0.02665,0.03268,0.03268,0.02004,0.02004,0.02203,0.02203
0.0,3.44025,25.47183,0.00708,9e-05,0.0,0.0,0.00502,4e-05,0.0003,0.00235,0.28678,0.00025,0.0,0.0,0.00333,0.00023,0.00173,0.00267,0.85952,0.00021,0.0,0.0,0.00999,0.00021,0.00162,0.00299,0.00961,0.00961,0.02681,0.02681,0.0328,0.03279,0.02,0.02,0.02206,0.02206
0.0,3.77435,23.21976,0.00645,8e-05,0.0,0.0,0.00551,4e-05,0.00031,0.00194,0.27686,0.00023,0.0,0.0,0.00322,0.00022,0.0017,0.00296,0.32985,0.00023,0.0,0.0,0.00384,0.00025,0.00168,0.00302,0.00968,0.00968,0.02664,0.02664,0.03284,0.03285,0.02012,0.02012,0.02211,0.02211
0.0,3.20807,20.97661,0.00583,8e-05,0.0,0.0,0.00468,3e-05,0.00032,0.0024,0.2127,0.00022,0.0,0.0,0.00247,0.00022,0.00163,0.00302,0.21856,0.00022,0.0,0.0,0.00254,0.00025,0.00165,0.00305,0.00964,0.00964,0.02674,0.02672,0.03283,0.03283,0.02009,0.02009,0.022,0.022
0.0,2.15137,18.61121,0.00517,9e-05,0.0,0.0,0.00314,5e-05,0.0004,0.00247,0.19052,0.00023,0.0,0.0,0.00222,0.00021,0.00163,0.00262,0.19302,0.00022,0.0,0.0,0.00225,0.00021,0.00161,0.00298,0.00959,0.0096,0.02688,0.02686,0.03306,0.03306,0.02007,0.02007,0.02208,0.02208
0.0,3.17342,16.33168,0.00454,8e-05,0.0,0.0,0.00463,4e-05,0.00033,0.00212,0.24352,0.00021,0.0,0.0,0.00283,0.00022,0.00169,0.00297,0.23141,0.0002,0.0,0.0,0.00269,0.00025,0.00163,0.00306,0.0096,0.0096,0.027,0.027,0.03303,0.03302,0.02007,0.02007,0.02197,0.02197
0.0,2.18265,13.96738,0.00388,8e-05,0.0,0.0,0.00319,5e-05,0.00026,0.00268,0.91199,0.00023,0.0,0.0,0.0106,0.00022,0.00168,0.0031,0.19677,0.00022,0.0,0.0,0.00229,0.00019,0.00174,0.00296,0.00962,0.00962,0.02696,0.02696,0.03302,0.03301,0.0201,0.02009,0.02204,0.02204
0.0,2.547,11.63458,0.00323,8e-05,0.0,0.0,0.00372,4e-05,0.00026,0.002,0.2157,0.00024,0.0,0.0,0.00251,0.0002,0.00169,0.00318,0.57407,0.00023,0.0,0.0,0.00668,0.00018,0.0016,0.00308,0.00963,0.00964,0.02695,0.02695,0.03309,0.03307,0.02012,0.02012,0.02207,0.02207
0.0,3.27074,9.32028,0.00259,8e-05,0.0,0.0,0.00477,5e-05,0.00028,0.00281,0.22624,0.00024,0.0,0.0,0.00263,0.00024,0.00172,0.00298,0.20343,0.00018,0.0,0.0,0.00236,0.00017,0.00167,0.00294,0.00964,0.00964,0.02697,0.02697,0.03312,0.03313,0.02009,0.02009,0.02206,0.02206
0.0,2.06707,6.96441,0.00193,9e-05,0.0,0.0,0.00302,5e-05,0.00028,0.00256,0.22395,0.00023,0.0,0.0,0.0026,0.00019,0.00168,0.00296,0.22768,0.00022,0.0,0.0,0.00265,0.0002,0.00158,0.00296,0.0096,0.0096,0.02695,0.02693,0.0331,0.0331,0.02015,0.02016,0.02208,0.02207
0.0,3.06489,4.64177,0.00129,8e-05,0.0,0.0,0.00447,5e-05,0.00026,0.00192,0.26766,0.00023,0.0,0.0,0.00311,0.00022,0.00171,0.00299,0.21785,0.00022,0.0,0.0,0.00253,0.00022,0.00159,0.00309,0.00961,0.00961,0.02693,0.02691,0.03313,0.03311,0.02017,0.02017,0.0221,0.0221
0.0,3.58557,2.31816,0.00064,8e-05,0.0,0.0,0.00523,4e-05,0.00024,0.00233,0.89317,0.00025,0.0,0.0,0.01039,0.00022,0.00169,0.00289,0.32189,0.00022,0.0,0.0,0.00374,0.00019,0.0016,0.00292,0.0096,0.00961,0.02695,0.02695,0.03313,0.03312,0.02014,0.02014,0.02208,0.02208
0.0,4.55456,0.0,0.0,8e-05,0.0,0.0,0.00665,6e-05,0.00033,0.00214,0.3318,0.00024,0.0,0.0,0.00386,0.00019,0.00179,0.00301,0.41261,0.00018,0.0,0.0,0.0048,0.00019,0.00163,0.00299,0.00961,0.00961,0.02694,0.02694,0.03313,0.03313,0.02015,0.02015,0.02209,0.02206
