Unnamed: 0,epoch,train_epoch_time,train_eta,train_eta_hours,train_loss,train_lr,train_params,train_iter_time,train_mae,train_r2,train_spearmanr,train_mse,train_rmse,val_epoch_time,val_loss,val_lr,val_params,val_iter_time,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,test_epoch_time,test_loss,test_lr,test_params,test_iter_time,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,mpnn_param_layer_1,global_attention_param_layer_1,mpnn_param_layer_2,global_attention_param_layer_2,mpnn_param_layer_3,global_attention_param_layer_3,mpnn_param_layer_4,global_attention_param_layer_4,mpnn_param_layer_5,global_attention_param_layer_5,mpnn_param_layer_6,global_attention_param_layer_6,mpnn_param_layer_7,global_attention_param_layer_7,mpnn_param_layer_8,global_attention_param_layer_8,mpnn_param_layer_9,global_attention_param_layer_9,mpnn_param_layer_10,global_attention_param_layer_10
177,177,14.28644,26083.21983,7.24534,0.13470048,0.00098957,423737,0.04564,0.1347,0.94643,0.99444,0.21659,0.46539,0.63909,0.15835813,0.0,423737,0.01997,0.15836,0.86038,0.99261,0.54994,0.74158,0.61504,0.13071438,0.0,423737,0.01922,0.13071,0.98564,0.99432,0.05842,0.2417,0.8027,1.1973,1.492,0.508,1.8808,0.1192,1.6176,0.3824,1.6701,0.3299,1.9895,0.0105,1.9389,0.0611,1.2109,0.7891,1.3228,0.6771,1.935,0.0651
178,178,14.22891,26068.02116,7.24112,0.14109946,0.00098941,423737,0.04546,0.1411,0.93678,0.99234,0.25563,0.5056,0.6015,0.18059609,0.0,423737,0.0188,0.1806,0.86661,0.99269,0.52538,0.72483,0.60485,0.16010801,0.0,423737,0.0189,0.16011,0.9832,0.994,0.06836,0.26145,0.7886,1.2114,1.4998,0.5002,1.8827,0.1173,1.6235,0.3765,1.6656,0.3344,2.0043,-0.0043,1.9413,0.0587,1.2051,0.7949,1.3288,0.6712,1.9358,0.0642
179,179,14.24142,26052.95973,7.23693,0.13645021,0.00098924,423737,0.0455,0.13645,0.9482,0.99407,0.20946,0.45766,0.61024,0.16446156,0.0,423737,0.01907,0.16446,0.85835,0.9918,0.55792,0.74694,0.60112,0.14388199,0.0,423737,0.01879,0.14388,0.97418,0.99466,0.10503,0.32408,0.7849,1.2151,1.4948,0.5052,1.8781,0.122,1.6301,0.3699,1.6876,0.3123,2.0191,-0.0191,1.9656,0.0344,1.2199,0.7801,1.3295,0.6705,1.9356,0.0645
180,180,14.20375,26037.52881,7.23265,0.14024897,0.00098907,423737,0.04538,0.14025,0.94863,0.99253,0.20772,0.45576,0.59916,0.15659496,0.0,423737,0.01872,0.15659,0.87802,0.98995,0.48047,0.69316,0.59711,0.1257494,0.0,423737,0.01866,0.12575,0.98506,0.995,0.06078,0.24653,0.7934,1.2065,1.5122,0.4878,1.8808,0.1192,1.6179,0.3821,1.6781,0.3219,2.007,-0.007,1.9611,0.0389,1.2114,0.7886,1.3372,0.6628,1.938,0.062
181,181,14.22729,26022.3465,7.22843,0.13795212,0.00098891,423737,0.04545,0.13795,0.94836,0.99484,0.20882,0.45697,0.59986,0.19102138,0.0,423737,0.01875,0.19102,0.82972,0.99085,0.6707,0.81896,0.59662,0.1591564,0.0,423737,0.01864,0.15916,0.96997,0.99253,0.12218,0.34954,0.7908,1.2091,1.5017,0.4982,1.9083,0.0917,1.6351,0.3649,1.6805,0.3195,2.0279,-0.0279,1.9503,0.0497,1.2195,0.7805,1.3305,0.6695,1.9332,0.0669
182,182,14.21726,26007.075,7.22419,0.1374491,0.00098874,423737,0.04542,0.13745,0.94583,0.99348,0.21902,0.468,0.59798,0.16375441,0.0,423737,0.01869,0.16375,0.89266,0.9929,0.4228,0.65023,0.59746,0.14640688,0.0,423737,0.01867,0.14641,0.97605,0.99085,0.09745,0.31216,0.8034,1.1966,1.494,0.506,1.905,0.095,1.6181,0.3819,1.6875,0.3124,2.0267,-0.0267,1.9579,0.042,1.2162,0.7838,1.325,0.675,1.9422,0.0578
183,183,14.23085,25991.94914,7.21999,0.13280485,0.00098857,423737,0.04547,0.1328,0.96389,0.99498,0.14601,0.38211,0.60522,0.15664017,0.0,423737,0.01891,0.15664,0.86661,0.99182,0.52539,0.72484,0.61846,0.12711235,0.0,423737,0.01933,0.12711,0.988,0.9957,0.04884,0.22099,0.8085,1.1914,1.4812,0.5188,1.8803,0.1197,1.6165,0.3835,1.6865,0.3135,2.0321,-0.0321,1.9692,0.0308,1.224,0.776,1.3163,0.6837,1.9458,0.0543
184,184,14.17155,25976.25112,7.21563,0.13211287,0.00098839,423737,0.04528,0.13211,0.96002,0.99444,0.16166,0.40206,0.60028,0.16909969,0.0,423737,0.01876,0.1691,0.88867,0.99305,0.43851,0.6622,0.60016,0.14086957,0.0,423737,0.01875,0.14087,0.98582,0.99549,0.05768,0.24016,0.802,1.198,1.4915,0.5084,1.8999,0.1001,1.6259,0.3741,1.6669,0.3331,2.0321,-0.0321,1.9738,0.0262,1.2216,0.7784,1.3194,0.6806,1.9432,0.0568
185,185,14.26746,25961.50492,7.21153,0.13287012,0.00098822,423737,0.04558,0.13287,0.95112,0.99503,0.19763,0.44456,0.59866,0.15414568,0.0,423737,0.01871,0.15415,0.86138,0.99009,0.54597,0.7389,0.6039,0.1252496,0.0,423737,0.01887,0.12525,0.98523,0.99458,0.0601,0.24516,0.7956,1.2044,1.5066,0.4933,1.9141,0.086,1.6528,0.3472,1.6938,0.3061,2.0184,-0.0184,1.9717,0.0283,1.2199,0.7801,1.3172,0.6828,1.9362,0.0638
186,186,14.20014,25946.1111,7.20725,0.12578311,0.00098805,423737,0.04537,0.12578,0.96613,0.99574,0.13694,0.37005,0.59811,0.17032662,0.0,423737,0.01869,0.17033,0.87178,0.99068,0.50504,0.71066,0.61007,0.14633486,0.0,423737,0.01906,0.14633,0.98032,0.99427,0.08005,0.28294,0.7883,1.2117,1.5058,0.4942,1.917,0.083,1.643,0.357,1.6901,0.3099,2.0196,-0.0196,1.9815,0.0185,1.2175,0.7825,1.3237,0.6763,1.9464,0.0537
187,187,14.20639,25930.79031,7.203,0.12848615,0.00098787,423737,0.04539,0.12849,0.96605,0.99471,0.13729,0.37053,0.60538,0.14220319,0.0,423737,0.01892,0.1422,0.91236,0.99307,0.34521,0.58755,0.59512,0.13528149,0.0,423737,0.0186,0.13528,0.96482,0.9877,0.14313,0.37832,0.8044,1.1956,1.5167,0.4833,1.9162,0.0838,1.6432,0.3568,1.6866,0.3134,2.02,-0.02,1.9665,0.0335,1.2196,0.7804,1.3204,0.6796,1.9422,0.0578
188,188,14.18221,25915.24962,7.19868,0.1371098,0.00098769,423737,0.04531,0.13711,0.96701,0.99369,0.13338,0.36521,0.61485,0.17859316,0.0,423737,0.01921,0.17859,0.89905,0.99393,0.3976,0.63056,0.62133,0.16990997,0.0,423737,0.01942,0.16991,0.96258,0.98656,0.15222,0.39016,0.7849,1.2151,1.5332,0.4668,1.8971,0.103,1.6403,0.3597,1.69,0.3099,2.0208,-0.0208,1.9721,0.0279,1.2041,0.7959,1.3188,0.6812,1.9525,0.0475
189,189,14.26201,25900.4834,7.19458,0.13564874,0.00098752,423737,0.04557,0.13565,0.95139,0.99188,0.19655,0.44333,0.59978,0.1832224,0.0,423737,0.01874,0.18322,0.93372,0.98956,0.26105,0.51093,0.60049,0.16530194,0.0,423737,0.01877,0.1653,0.98015,0.99289,0.08076,0.28418,0.7932,1.2068,1.517,0.483,1.8801,0.12,1.647,0.353,1.6856,0.3144,2.0184,-0.0184,1.9685,0.0315,1.2082,0.7918,1.3276,0.6724,1.9499,0.0501
190,190,14.18144,25884.9594,7.19027,0.13197736,0.00098734,423737,0.04531,0.13198,0.96804,0.99478,0.12921,0.35946,0.6056,0.17608264,0.0,423737,0.01892,0.17608,0.85753,0.98876,0.56117,0.74911,0.62537,0.14771204,0.0,423737,0.01954,0.14771,0.98507,0.99495,0.06073,0.24644,0.8094,1.1906,1.53,0.47,1.9141,0.086,1.656,0.344,1.6952,0.3048,2.009,-0.009,1.9558,0.0442,1.2073,0.7927,1.3253,0.6747,1.9519,0.0481
191,191,14.18399,25869.47337,7.18596,0.12552414,0.00098715,423737,0.04532,0.12552,0.97249,0.99562,0.11122,0.3335,0.60038,0.17554379,0.0,423737,0.01876,0.17554,0.84606,0.99267,0.60635,0.77868,0.59629,0.1317873,0.0,423737,0.01863,0.13179,0.98339,0.99581,0.06758,0.25997,0.8101,1.1899,1.5293,0.4707,1.9068,0.0932,1.6471,0.353,1.6866,0.3133,1.9993,0.00073969,1.9741,0.0259,1.2015,0.7985,1.3202,0.6798,1.9556,0.0444
192,192,14.22813,25854.41403,7.18178,0.12847601,0.00098697,423737,0.04546,0.12848,0.97322,0.99534,0.10829,0.32908,0.60755,0.15363444,0.0,423737,0.01899,0.15363,0.91249,0.99232,0.3447,0.58711,0.60473,0.14147779,0.0,423737,0.0189,0.14148,0.96838,0.98817,0.12865,0.35867,0.8026,1.1974,1.5229,0.4771,1.8942,0.1058,1.6402,0.3598,1.6919,0.3081,2.0055,-0.0054,1.985,0.015,1.2115,0.7884,1.3333,0.6667,1.9564,0.0436
193,193,14.18974,25839.00597,7.1775,0.1227127,0.00098679,423737,0.04533,0.12271,0.96094,0.99613,0.15795,0.39743,0.59914,0.15698977,0.0,423737,0.01872,0.15699,0.92478,0.99343,0.29626,0.5443,0.60804,0.13323757,0.0,423737,0.019,0.13324,0.98668,0.99442,0.05421,0.23282,0.804,1.1959,1.5376,0.4624,1.9005,0.0995,1.6526,0.3475,1.7056,0.2944,2.0174,-0.0173,1.9739,0.0261,1.212,0.788,1.3249,0.6751,1.9543,0.0458
194,194,14.22242,25823.91288,7.17331,0.12372354,0.0009866,423737,0.04544,0.12372,0.97034,0.99582,0.11994,0.34632,0.60085,0.15471871,0.0,423737,0.01878,0.15472,0.94516,0.99346,0.21599,0.46474,0.61217,0.12863498,0.0,423737,0.01913,0.12863,0.98579,0.99533,0.0578,0.24042,0.8008,1.1992,1.5351,0.4649,1.909,0.091,1.6351,0.3649,1.6983,0.3017,1.9957,0.0043,1.9769,0.0231,1.2097,0.7903,1.3263,0.6737,1.9502,0.0498
195,195,14.17638,25808.40486,7.169,0.12703134,0.00098642,423737,0.04529,0.12703,0.96998,0.99471,0.12137,0.34838,0.59751,0.16922766,0.0,423737,0.01867,0.16923,0.85388,0.99154,0.57555,0.75865,0.5969,0.13726722,0.0,423737,0.01865,0.13727,0.982,0.99379,0.07322,0.27059,0.8053,1.1947,1.5586,0.4414,1.9249,0.0751,1.6424,0.3576,1.7152,0.2848,2.0018,-0.0017802,1.9839,0.0161,1.196,0.804,1.3295,0.6705,1.9547,0.0453
196,196,14.2173,25793.28493,7.1648,0.13256986,0.00098623,423737,0.04542,0.13257,0.93728,0.99168,0.2536,0.50359,0.59783,0.14498188,0.0,423737,0.01868,0.14498,0.87286,0.99396,0.50078,0.70766,0.62974,0.12186656,0.0,423737,0.01968,0.12187,0.96754,0.99591,0.13206,0.3634,0.7869,1.2131,1.5474,0.4525,1.9272,0.0728,1.645,0.355,1.7256,0.2744,2.0083,-0.0083,1.9834,0.0166,1.1936,0.8064,1.3345,0.6655,1.9466,0.0534
197,197,14.19564,25777.977,7.16055,0.12721447,0.00098604,423737,0.04535,0.12721,0.96124,0.99551,0.15672,0.39588,0.60212,0.14250716,0.0,423737,0.01882,0.14251,0.94887,0.99418,0.20139,0.44876,0.59964,0.12925892,0.0,423737,0.01874,0.12926,0.98447,0.99455,0.06319,0.25138,0.7998,1.2002,1.527,0.473,1.9309,0.0691,1.6445,0.3555,1.7315,0.2684,2.0075,-0.0075,1.9811,0.0189,1.1952,0.8048,1.3326,0.6674,1.951,0.049
198,198,14.24825,25763.15631,7.15643,0.13238096,0.00098585,423737,0.04552,0.13238,0.95906,0.99404,0.16555,0.40688,0.60154,0.17093397,0.0,423737,0.0188,0.17093,0.90302,0.99194,0.38197,0.61804,0.61696,0.15632737,0.0,423737,0.01928,0.15633,0.97898,0.9953,0.08552,0.29243,0.7928,1.2072,1.5282,0.4718,1.9349,0.0651,1.651,0.349,1.7408,0.2592,1.9969,0.0031,1.9924,0.0076,1.2037,0.7963,1.3261,0.6739,1.954,0.046
199,199,14.20699,25747.97002,7.15221,0.12804947,0.00098566,423737,0.04539,0.12805,0.96813,0.99407,0.12888,0.359,0.59823,0.15817526,0.0,423737,0.01869,0.15818,0.85675,0.98958,0.56421,0.75114,0.61689,0.12678653,0.0,423737,0.01928,0.12679,0.98486,0.99472,0.06159,0.24817,0.7895,1.2105,1.5504,0.4496,1.9177,0.0823,1.6508,0.3492,1.7205,0.2795,2.007,-0.007,1.9964,0.0036,1.197,0.803,1.3189,0.6811,1.9504,0.0496
200,200,14.19586,25732.69389,7.14797,0.12273307,0.00098547,423737,0.04535,0.12273,0.97001,0.9952,0.12124,0.3482,0.59842,0.16181439,0.0,423737,0.0187,0.16181,0.89459,0.99008,0.41518,0.64434,0.59656,0.13184244,0.0,423737,0.01864,0.13184,0.98253,0.99481,0.07106,0.26658,0.7951,1.2049,1.5427,0.4573,1.9212,0.0788,1.6463,0.3537,1.7221,0.2779,2.0033,-0.0033,2.0011,-0.0010871,1.1991,0.8009,1.3216,0.6784,1.9532,0.0469
201,201,14.16873,25717.18699,7.14366,0.12802214,0.00098528,423737,0.04527,0.12802,0.97976,0.9955,0.08182,0.28604,0.63558,0.16144662,0.0,423737,0.01986,0.16145,0.93552,0.99419,0.25398,0.50396,0.62011,0.13611939,0.0,423737,0.01938,0.13612,0.98729,0.99606,0.0517,0.22738,0.7952,1.2048,1.5546,0.4453,1.9147,0.0853,1.6458,0.3542,1.7209,0.279,1.9998,0.00017189,1.9957,0.0043,1.194,0.806,1.3124,0.6876,1.9569,0.0431
202,202,14.20542,25702.01806,7.13945,0.13096486,0.00098508,423737,0.04538,0.13096,0.9763,0.99395,0.09584,0.30959,0.6002,0.27303639,0.0,423737,0.01876,0.27304,0.84423,0.99083,0.61353,0.78328,0.59819,0.24094577,0.0,423737,0.01869,0.24095,0.97401,0.99513,0.10575,0.32519,0.7955,1.2045,1.5504,0.4496,1.9006,0.0994,1.6472,0.3529,1.7231,0.2768,2.0084,-0.0084,1.9936,0.0064,1.1999,0.8001,1.3124,0.6876,1.961,0.039
203,203,14.21346,25686.92934,7.13526,0.14000256,0.00098489,423737,0.04541,0.14,0.94559,0.99376,0.21999,0.46904,0.62763,0.16413573,0.0,423737,0.01961,0.16414,0.88718,0.98828,0.44438,0.66662,0.61355,0.12829099,0.0,423737,0.01917,0.12829,0.97881,0.99208,0.08622,0.29364,0.7952,1.2048,1.5388,0.4612,1.913,0.087,1.6566,0.3434,1.7254,0.2746,1.9872,0.0128,1.9827,0.0173,1.1866,0.8134,1.3235,0.6765,1.9572,0.0429
204,204,14.18058,25671.56125,7.13099,0.12487327,0.00098469,423737,0.04531,0.12487,0.97201,0.99435,0.11316,0.3364,0.60035,0.1814227,0.0,423737,0.01876,0.18142,0.83553,0.98934,0.64782,0.80487,0.59684,0.15673836,0.0,423737,0.01865,0.15674,0.94436,0.99016,0.22637,0.47579,0.8072,1.1928,1.5291,0.4709,1.9068,0.0932,1.6544,0.3457,1.7297,0.2703,1.992,0.008,1.9954,0.0046,1.1854,0.8146,1.3339,0.6661,1.9569,0.0431
205,205,14.24935,25656.80358,7.12689,0.12880372,0.00098449,423737,0.04553,0.1288,0.96497,0.99382,0.14164,0.37634,0.6114,0.17256884,0.0,423737,0.01911,0.17257,0.90747,0.99108,0.36445,0.6037,0.60888,0.14698368,0.0,423737,0.01903,0.14698,0.98573,0.99522,0.05805,0.24094,0.7847,1.2153,1.5459,0.4541,1.8959,0.1041,1.6584,0.3416,1.727,0.273,2.0017,-0.0017271,1.9761,0.0239,1.1751,0.8249,1.3344,0.6656,1.9539,0.0462
206,206,14.20618,25641.6769,7.12269,0.11828871,0.00098429,423737,0.04539,0.11829,0.98127,0.99564,0.07574,0.27522,0.59942,0.16282853,0.0,423737,0.01873,0.16283,0.88065,0.99411,0.47008,0.68563,0.6026,0.13584597,0.0,423737,0.01883,0.13585,0.98498,0.99486,0.06111,0.24721,0.7935,1.2065,1.5558,0.4442,1.9169,0.0831,1.6569,0.3431,1.7225,0.2775,2.0099,-0.0099,1.9948,0.0052,1.1807,0.8193,1.3262,0.6738,1.9631,0.037
207,207,14.22089,25626.68581,7.11852,0.12202704,0.00098409,423737,0.04543,0.12203,0.98117,0.99516,0.07612,0.2759,0.6127,0.14509542,0.0,423737,0.01915,0.1451,0.86468,0.99295,0.53298,0.73005,0.60303,0.12113218,0.0,423737,0.01884,0.12113,0.98509,0.99532,0.06065,0.24627,0.7838,1.2162,1.564,0.436,1.9226,0.0774,1.6671,0.333,1.7369,0.2631,2.0086,-0.0085,1.9879,0.0121,1.1865,0.8135,1.3299,0.67,1.9642,0.0359
208,208,14.16769,25611.24621,7.11424,0.1227522,0.00098389,423737,0.04526,0.12275,0.9692,0.99523,0.12452,0.35287,0.59911,0.1598147,0.0,423737,0.01872,0.15981,0.86803,0.99175,0.51979,0.72096,0.61269,0.12641671,0.0,423737,0.01915,0.12642,0.98395,0.99425,0.0653,0.25555,0.7839,1.216,1.5628,0.4372,1.9179,0.0821,1.6651,0.335,1.7396,0.2604,2.0116,-0.0116,1.977,0.023,1.1796,0.8204,1.3242,0.6758,1.9566,0.0434
209,209,14.22969,25596.34715,7.1101,0.13112293,0.00098368,423737,0.04546,0.13112,0.95867,0.99434,0.16711,0.40879,0.59902,0.17470588,0.0,423737,0.01872,0.17471,0.85457,0.98971,0.57283,0.75685,0.59907,0.13950255,0.0,423737,0.01872,0.1395,0.98339,0.99479,0.06757,0.25994,0.8015,1.1985,1.5451,0.4548,1.9282,0.0718,1.6588,0.3413,1.739,0.261,2.0145,-0.0145,1.9777,0.0223,1.1766,0.8234,1.316,0.684,1.962,0.038
210,210,14.18115,25581.04289,7.10585,0.12115039,0.00098348,423737,0.04531,0.12115,0.9746,0.99493,0.10269,0.32045,0.59951,0.15536519,0.0,423737,0.01873,0.15537,0.89413,0.99204,0.417,0.64576,0.61314,0.12567059,0.0,423737,0.01916,0.12567,0.98826,0.99584,0.04776,0.21853,0.7912,1.2088,1.5563,0.4436,1.916,0.084,1.6768,0.3232,1.7398,0.2602,2.0205,-0.0205,1.9829,0.0171,1.1935,0.8065,1.3285,0.6715,1.9672,0.0328
211,211,14.2552,25566.37376,7.10177,0.11855847,0.00098327,423737,0.04554,0.11856,0.97759,0.99529,0.09062,0.30103,0.59898,0.17882022,0.0,423737,0.01872,0.17882,0.84431,0.98804,0.61321,0.78308,0.61135,0.1508448,0.0,423737,0.0191,0.15084,0.96044,0.9942,0.16094,0.40118,0.7992,1.2007,1.5609,0.4391,1.9225,0.0775,1.6746,0.3254,1.7528,0.2472,2.0251,-0.0251,1.9955,0.0044,1.1925,0.8075,1.3279,0.672,1.965,0.035
212,212,14.1789,25551.06839,7.09752,0.12589815,0.00098307,423737,0.0453,0.1259,0.97203,0.99577,0.11308,0.33627,0.6,0.21913401,0.0,423737,0.01875,0.21913,0.84973,0.99405,0.59186,0.76932,0.60137,0.18305845,0.0,423737,0.01879,0.18306,0.9727,0.99531,0.11108,0.33329,0.7863,1.2137,1.5751,0.4249,1.914,0.086,1.6917,0.3084,1.744,0.256,2.0405,-0.0405,1.974,0.026,1.2009,0.7991,1.3284,0.6716,1.9692,0.0308
213,213,14.29833,25536.77033,7.09355,0.12839517,0.00098286,423737,0.04568,0.1284,0.96169,0.9951,0.15492,0.3936,0.59808,0.15224429,0.0,423737,0.01869,0.15224,0.89025,0.99316,0.43226,0.65746,0.59837,0.12818464,0.0,423737,0.0187,0.12818,0.98163,0.99488,0.07472,0.27335,0.7968,1.2032,1.5777,0.4223,1.9224,0.0776,1.6854,0.3146,1.7491,0.2509,2.0388,-0.0388,1.973,0.027,1.1865,0.8135,1.3229,0.6771,1.969,0.031
214,214,14.17268,25521.42904,7.08929,0.12592734,0.00098265,423737,0.04528,0.12593,0.97464,0.99524,0.10256,0.32025,0.59811,0.1565917,0.0,423737,0.01869,0.15659,0.86157,0.99244,0.54523,0.73839,0.61176,0.12302957,0.0,423737,0.01912,0.12303,0.98716,0.99631,0.05222,0.22852,0.8093,1.1906,1.5752,0.4248,1.9213,0.0787,1.6775,0.3225,1.7526,0.2474,2.0378,-0.0378,1.9725,0.0275,1.1828,0.8172,1.324,0.676,1.9671,0.0329
215,215,14.25432,25506.77289,7.08521,0.12103529,0.00098244,423737,0.04554,0.12104,0.98296,0.99568,0.0689,0.26248,0.6021,0.15226118,0.0,423737,0.01882,0.15226,0.89181,0.99262,0.42613,0.65279,0.59924,0.11557108,0.0,423737,0.01873,0.11557,0.98716,0.99575,0.05222,0.22852,0.7992,1.2008,1.5563,0.4436,1.9412,0.0588,1.6717,0.3283,1.752,0.248,2.0507,-0.0507,1.9737,0.0263,1.1792,0.8208,1.3194,0.6806,1.9656,0.0344
216,216,14.17109,25491.4366,7.08095,0.12769479,0.00098223,423737,0.04528,0.12769,0.95603,0.99488,0.1778,0.42166,0.60292,0.16236073,0.0,423737,0.01884,0.16236,0.84861,0.99303,0.59631,0.77221,0.61525,0.1377075,0.0,423737,0.01923,0.13771,0.98278,0.99627,0.07004,0.26466,0.792,1.208,1.5757,0.4243,1.9415,0.0585,1.6606,0.3394,1.7462,0.2538,2.0578,-0.0578,1.9756,0.0244,1.1705,0.8295,1.3249,0.675,1.9636,0.0364
217,217,14.26104,25476.84623,7.0769,0.13639166,0.00098201,423737,0.04556,0.13639,0.95063,0.99231,0.1996,0.44677,0.59753,0.1967121,0.0,423737,0.01867,0.19671,0.89504,0.99198,0.41342,0.64298,0.59648,0.17674409,0.0,423737,0.01864,0.17674,0.96943,0.99355,0.12435,0.35263,0.8164,1.1836,1.5724,0.4275,1.949,0.051,1.6766,0.3234,1.745,0.255,2.044,-0.044,1.9914,0.0086,1.1675,0.8325,1.3295,0.6705,1.9614,0.0387
218,218,14.21312,25461.86913,7.07274,0.13053392,0.0009818,423737,0.04541,0.13053,0.98389,0.99488,0.06513,0.2552,0.61062,0.16985465,0.0,423737,0.01908,0.16985,0.86062,0.99228,0.54896,0.74092,0.61456,0.14513629,0.0,423737,0.0192,0.14514,0.98151,0.99363,0.07522,0.27426,0.8074,1.1926,1.5876,0.4123,1.9516,0.0484,1.6909,0.3092,1.7696,0.2303,2.0552,-0.0552,1.9952,0.0048,1.1754,0.8246,1.3209,0.6791,1.9533,0.0468
219,219,14.18432,25446.66601,7.06852,0.12426259,0.00098158,423737,0.04532,0.12426,0.97437,0.99531,0.10365,0.32195,0.59473,0.14203019,0.0,423737,0.01859,0.14203,0.95453,0.99345,0.1791,0.42321,0.58633,0.13130379,0.0,423737,0.01832,0.1313,0.98583,0.99475,0.05764,0.24009,0.8014,1.1986,1.5791,0.4209,1.9568,0.0432,1.6952,0.3048,1.781,0.219,2.0536,-0.0536,1.9968,0.0032,1.1731,0.8269,1.3089,0.691,1.9558,0.0443
220,220,14.1216,25430.96721,7.06416,0.11626253,0.00098136,423737,0.04512,0.11626,0.98454,0.99613,0.0625,0.25,0.61219,0.14242331,0.0,423737,0.01913,0.14242,0.95398,0.99403,0.18126,0.42575,0.61288,0.14470228,0.0,423737,0.01915,0.1447,0.96177,0.98767,0.15554,0.39439,0.8126,1.1874,1.562,0.438,1.9505,0.0495,1.6933,0.3067,1.7779,0.2221,2.038,-0.038,1.9862,0.0138,1.1646,0.8354,1.3206,0.6794,1.968,0.0321
221,221,14.14447,25415.46578,7.05985,0.12173202,0.00098115,423737,0.04519,0.12173,0.98306,0.9949,0.06848,0.26169,0.58937,0.18752973,0.0,423737,0.01842,0.18753,0.96261,0.99374,0.14726,0.38374,0.5875,0.1759637,0.0,423737,0.01836,0.17596,0.98445,0.99626,0.06327,0.25154,0.8143,1.1857,1.5733,0.4266,1.9535,0.0465,1.698,0.302,1.7764,0.2235,2.0468,-0.0468,1.9813,0.0187,1.1654,0.8346,1.3215,0.6784,1.9718,0.0283
222,222,14.05538,25399.26662,7.05535,0.11534616,0.00098093,423737,0.04491,0.11535,0.97044,0.99623,0.11954,0.34574,0.5882,0.15641557,0.0,423737,0.01838,0.15642,0.87165,0.99375,0.50555,0.71102,0.59934,0.13471445,0.0,423737,0.01873,0.13471,0.98647,0.99611,0.05503,0.23459,0.8112,1.1887,1.5604,0.4396,1.9533,0.0467,1.686,0.314,1.7663,0.2336,2.0632,-0.0631,1.9982,0.0018477,1.1773,0.8227,1.3167,0.6833,1.971,0.029
223,223,14.04458,25383.00098,7.05083,0.11941284,0.0009807,423737,0.04487,0.11941,0.97378,0.99557,0.10601,0.32558,0.5881,0.150117,0.0,423737,0.01838,0.15012,0.95386,0.99076,0.18173,0.4263,0.58795,0.12999864,0.0,423737,0.01837,0.13,0.98528,0.9943,0.05987,0.24467,0.7988,1.2012,1.5992,0.4008,1.9577,0.0423,1.6784,0.3216,1.7744,0.2256,2.0589,-0.0589,2.0059,-0.0059,1.1772,0.8228,1.3187,0.6812,1.9735,0.0265
224,224,14.05638,25366.84816,7.04635,0.12183045,0.00098048,423737,0.04491,0.12183,0.97651,0.9938,0.09497,0.30816,0.59095,0.18554056,0.0,423737,0.01847,0.18554,0.91589,0.98927,0.33127,0.57556,0.61328,0.14983911,0.0,423737,0.01917,0.14984,0.9838,0.99502,0.06591,0.25672,0.8062,1.1938,1.5991,0.4009,1.9616,0.0384,1.672,0.328,1.7723,0.2277,2.0603,-0.0603,1.9942,0.0058,1.1662,0.8338,1.3186,0.6814,1.9674,0.0326
225,225,14.09912,25351.04934,7.04196,0.12782843,0.00098026,423737,0.04505,0.12783,0.96918,0.99388,0.12462,0.35302,0.59114,0.15893912,0.0,423737,0.01847,0.15894,0.86211,0.99226,0.54313,0.73698,0.58722,0.13876632,0.0,423737,0.01835,0.13877,0.98478,0.9957,0.06192,0.24884,0.8045,1.1955,1.5787,0.4213,1.965,0.035,1.6987,0.3013,1.7634,0.2366,2.0478,-0.0478,1.9902,0.0098,1.1755,0.8245,1.3345,0.6655,1.971,0.029
226,226,14.03994,25334.80329,7.03745,0.12239029,0.00098003,423737,0.04486,0.12239,0.98,0.99507,0.08088,0.2844,0.58953,0.1607578,0.0,423737,0.01842,0.16076,0.85881,0.99281,0.55611,0.74573,0.62934,0.12579632,0.0,423737,0.01967,0.1258,0.98795,0.99646,0.04901,0.22139,0.8028,1.1971,1.5895,0.4105,1.9771,0.023,1.6972,0.3029,1.7711,0.2289,2.0513,-0.0513,1.9756,0.0244,1.1703,0.8297,1.3212,0.6788,1.9721,0.028
227,227,14.04452,25318.61216,7.03295,0.12008911,0.00097981,423737,0.04487,0.12009,0.98147,0.99498,0.07492,0.27372,0.58973,0.15924284,0.0,423737,0.01843,0.15924,0.85373,0.99111,0.57614,0.75904,0.60215,0.12061423,0.0,423737,0.01882,0.12061,0.98455,0.99461,0.06287,0.25074,0.8125,1.1875,1.5983,0.4017,1.9723,0.0277,1.6969,0.3032,1.7647,0.2353,2.0438,-0.0438,1.9846,0.0154,1.1632,0.8368,1.3243,0.6757,1.9681,0.0319
228,228,14.0543,25302.51542,7.02848,0.12397366,0.00097958,423737,0.0449,0.12397,0.9865,0.99422,0.05459,0.23364,0.58862,0.1724238,0.0,423737,0.01839,0.17242,0.85938,0.99242,0.55387,0.74422,0.61183,0.14872218,0.0,423737,0.01912,0.14872,0.98535,0.99532,0.05958,0.24409,0.8184,1.1816,1.5979,0.4021,1.9855,0.0145,1.6905,0.3095,1.7657,0.2343,2.053,-0.053,1.9966,0.0034,1.171,0.829,1.3362,0.6638,1.9787,0.0213
